id,code,year,fraud,profit_sales,sales_totalasset,roa,leverage,account_receivable,account_payable,inventory,sales,firm_size,totalasset,name_auditor,name_auditor_before,audit,industry,totaldebt,ni,operate_cashflow
PNC.2021,PNC,2021,0,-0.0357,0.8259,-0.0295,0.7023,"71,268,509,086","20,456,556,576","23,042,649,629","422,247,380,986",26.96,"511,257,431,230",A&C,A&C,1,Industrials,"359,051,103,902","-15,059,532,573","1,998,743,394"
PNC.2022,PNC,2022,0,0.0185,1.3344,0.0247,0.6923,"-46,124,598,657","13,307,735,856","16,450,278,829","717,692,008,889",27.01,"537,822,665,037",A&C,A&C,1,Industrials,"372,358,839,758","13,257,497,951","33,439,156,820"
PNC.2023,PNC,2023,0,0.0254,1.2521,0.0318,0.6547,"-40,482,289,578","-26,880,611,691","-23,861,516,194","660,738,726,398",26.99,"527,721,953,738",A&C,A&C,1,Industrials,"345,478,228,067","16,779,900,393","14,739,550,848"
PNJ.2017,PNJ,2017,0,0.0656,2.4596,0.1614,0.3434,"38,245,869,443","-544,962,958,470","563,269,616,044","11,049,024,104,831",29.13,"4,492,245,832,811",Deloitte,Deloitte,0,Consumer Discretionary,"1,542,697,241,029","724,856,448,060","109,483,854,141"
PNJ.2018,PNJ,2018,0,0.0654,2.2801,0.1491,0.4183,"85,284,500,889","1,150,124,887,671","1,566,186,716,366","14,678,799,605,798",29.49,"6,437,895,556,604",PWC,PWC,0,Consumer Discretionary,"2,692,822,128,700","959,923,347,147","-302,139,905,578"
PNJ.2019,PNJ,2019,0,0.0696,1.9928,0.1388,0.4679,"-12,284,766,109","1,332,876,481,769","2,062,274,428,226","17,144,251,446,632",29.78,"8,602,964,421,816",PWC,PWC,0,Consumer Discretionary,"4,025,698,610,469","1,193,924,957,243","-661,091,695,906"
PNJ.2020,PNJ,2020,0,0.0605,2.0844,0.1261,0.3821,"-24,102,032,796","-784,414,377,026","-484,514,384,160","17,681,913,026,177",29.77,"8,483,146,098,451",PWC,PWC,0,Consumer Discretionary,"3,241,284,233,443","1,069,310,105,261","1,496,911,729,125"
PNJ.2021,PNJ,2021,0,0.0521,1.8585,0.0969,0.4338,"19,793,360,863","1,365,098,333,426","2,208,835,725,303","19,735,646,137,250",29.99,"10,619,016,547,122",PWC,PWC,0,Consumer Discretionary,"4,606,382,566,869","1,029,042,165,645","-722,367,231,513"
PNJ.2022,PNJ,2022,0,0.0529,2.5651,0.1358,0.3669,"198,735,630,604","286,647,427,527","1,751,313,219,925","34,211,128,942,240",30.22,"13,337,124,649,246",PWC,PWC,0,Consumer Discretionary,"4,893,029,994,396","1,810,691,843,397","100,581,206,696"
PNJ.2023,PNJ,2023,0,0.0589,2.3207,0.1366,0.3203,"-75,164,718,310","-271,652,643,016","434,883,027,005","33,481,608,954,953",30.30,"14,427,558,015,356",KPMG,PWC,0,Consumer Discretionary,"4,621,377,351,380","1,971,099,177,135","1,507,741,471,093"
POM.2017,POM,2017,0,0.0613,1.4856,0.0911,0.5600,"385,761,572,374","-84,875,440,803","314,547,292,435","11,383,653,585,528",29.67,"7,662,793,464,116",RSM,EY,3,Materials,"4,290,853,443,440","697,702,935,154","184,157,741,979"
POM.2018,POM,2018,0,0.0322,1.2235,0.0394,0.6543,"622,497,449,428","2,911,412,484,037","786,271,598,850","13,467,945,588,843",30.03,"11,007,679,579,811",RSM,RSM,1,Materials,"7,202,265,927,477","433,645,942,031","-271,223,293,492"
POM.2019,POM,2019,0,-0.0258,1.0177,-0.0262,0.7038,"-277,027,749,367","1,101,942,196,754","330,258,502,994","12,007,041,312,484",30.10,"11,798,754,966,356",RSM,RSM,1,Materials,"8,304,208,124,231","-309,516,700,290","-195,117,547,446"
POM.2020,POM,2020,0,0.0016,0.8846,0.0014,0.6859,"-191,323,897,963","-640,121,150,234","-812,823,388,592","9,885,307,368,630",30.04,"11,174,478,901,173",EY,RSM,0,Materials,"7,664,086,973,997","15,845,085,051","977,213,789,981"
POM.2021,POM,2021,1,0.0130,0.9391,0.0122,0.7536,"-342,749,977,502","3,628,371,156,378","2,492,634,019,278","14,072,276,626,246",30.34,"14,985,379,086,231",EY,EY,0,Materials,"11,292,458,130,375","182,529,028,680","-461,051,518,876"
POM.2022,POM,2022,1,-0.0828,1.1822,-0.0979,0.7633,"-754,292,821,500","-2,872,139,525,328","-3,552,979,685,923","13,041,401,643,316",30.03,"11,031,617,799,206",EY,EY,0,Materials,"8,420,318,605,047","-1,079,868,045,668","2,103,202,903,194"
POM.2023,POM,2023,1,-0.2926,0.3156,-0.0924,0.8467,"-274,262,868,005","389,217,268,920","-530,395,371,228","3,283,918,181,135",29.97,"10,404,273,241,983",Unaudited,EY,4,Materials,"8,809,535,873,967","-960,971,152,184","-331,317,770,936"
POT.2017,POT,2017,0,0.0183,0.9357,0.0171,0.8226,"780,518,882,097","774,196,821,665","1,364,075,907","1,727,461,675,207",28.24,"1,846,215,243,673",AASC,AASC,1,Information Technology,"1,518,671,672,156","31,651,289,084","-195,185,139,186"
POT.2018,POT,2018,0,0.0199,0.7023,0.0140,0.8607,"-447,092,717,210","498,115,323,834","65,848,706,181","1,645,667,177,953",28.48,"2,343,130,702,613",AASC,AASC,1,Information Technology,"2,016,786,995,990","32,737,299,494","659,250,719,827"
POT.2019,POT,2019,0,0.0151,0.5193,0.0078,0.8588,"74,133,082,178","-45,306,839,479","-66,044,083,708","1,192,120,423,323",28.46,"2,295,572,667,975",AASC,AASC,1,Information Technology,"1,971,480,156,511","17,983,151,949","123,536,642,819"
POT.2020,POT,2020,0,0.0167,0.5147,0.0086,0.8435,"-217,206,964,568","-203,146,013,015","-47,747,861,019","1,079,073,047,503",28.37,"2,096,536,656,053",AASC,AASC,1,Information Technology,"1,768,334,143,496","18,063,410,157","117,201,136,878"
POT.2021,POT,2021,0,0.0118,0.4871,0.0057,0.8581,"46,788,866,188","216,763,244,053","72,013,028,204","1,126,735,747,740",28.47,"2,313,265,400,716",AASC,AASC,1,Information Technology,"1,985,097,387,549","13,255,261,535","-9,483,354,206"
POT.2022,POT,2022,0,0.0094,0.5992,0.0056,0.8691,"96,881,343,749","163,620,398,999","69,994,219,870","1,481,436,483,495",28.54,"2,472,253,422,340",AASC,AASC,1,Information Technology,"2,148,717,786,548","13,906,456,457","-103,790,716,108"
POT.2023,POT,2023,0,0.0023,0.5074,0.0011,0.8637,"-30,373,533,387","-178,038,669,604","18,248,171,202","1,157,718,483,295",28.46,"2,281,565,023,890",AASC,AASC,1,Information Technology,"1,970,679,116,944","2,613,478,462","-9,225,558,333"
POW.2017,POW,2017,0,0.0876,0.4904,0.0429,0.5424,"-3,650,246,588,313","-10,076,019,425,815","186,406,787,069","29,710,052,036,602",31.74,"60,583,363,180,582",Deloitte,Deloitte,0,Utilities,"32,859,468,717,682","2,601,688,600,924","6,112,573,066,006"
POW.2018,POW,2018,0,0.0700,0.5621,0.0394,0.5386,"789,272,733,989","-1,563,424,075,762","653,389,035,399","32,662,188,613,406",31.69,"58,111,429,597,685",Deloitte,Deloitte,0,Utilities,"31,296,044,641,920","2,286,842,146,731","4,996,050,073,896"
POW.2019,POW,2019,0,0.0807,0.6351,0.0513,0.4702,"1,144,489,541,405","-5,109,656,419,164","-2,759,022,044,473","35,374,268,090,529",31.65,"55,695,702,533,961",Deloitte,Deloitte,0,Utilities,"26,186,388,222,756","2,854,888,803,723","5,322,578,454,222"
POW.2020,POW,2020,0,0.0896,0.5501,0.0493,0.4215,"-1,518,103,777,655","-3,402,835,002,657","300,407,795,194","29,731,733,707,513",31.62,"54,050,146,599,573",Deloitte,Deloitte,0,Utilities,"22,783,553,220,099","2,662,666,084,524","7,956,656,975,007"
POW.2021,POW,2021,0,0.0836,0.4636,0.0387,0.4125,"-1,399,252,426,916","-932,012,973,767","109,763,345,552","24,560,949,330,329",31.60,"52,976,917,956,925",Deloitte,Deloitte,0,Utilities,"21,851,540,246,332","2,052,153,151,417","5,146,733,421,077"
POW.2022,POW,2022,0,0.0905,0.4965,0.0449,0.4145,"6,738,238,889,603","1,710,254,106,121","248,011,980,606","28,224,118,055,975",31.67,"56,843,244,854,790",Deloitte,Deloitte,0,Utilities,"23,561,794,352,453","2,552,928,570,147","3,156,388,503,204"
POW.2023,POW,2023,0,0.0453,0.4026,0.0182,0.5151,"2,022,971,408,251","12,680,866,791,236","81,629,129,344","28,329,357,578,690",31.88,"70,362,090,314,609",Deloitte,Deloitte,0,Utilities,"36,242,661,143,689","1,282,942,141,418","3,352,120,971,355"
PPC.2017,PPC,2017,0,0.1369,0.8261,0.1131,0.2744,"-1,242,665,141,751","-3,322,370,037,910","-5,062,436,618","6,235,981,560,327",29.65,"7,548,447,093,523",KPMG,KPMG,0,Utilities,"2,071,503,115,178","853,998,499,818","-384,431,364,254"
PPC.2018,PPC,2018,0,0.1577,1.0203,0.1609,0.1900,"-619,545,726,540","-746,526,824,555","-315,028,595,491","7,116,831,965,809",29.57,"6,974,941,588,312",KPMG,KPMG,0,Utilities,"1,324,976,290,623","1,122,451,954,727","750,142,378,590"
PPC.2019,PPC,2019,0,0.1541,1.1278,0.1738,0.1779,"-147,438,631,736","-34,181,998,382","420,193,914,918","8,182,925,335,631",29.61,"7,255,635,234,567",KPMG,KPMG,0,Utilities,"1,290,794,292,241","1,260,867,471,637","267,130,071,619"
PPC.2020,PPC,2020,0,0.1275,1.0962,0.1398,0.1037,"-539,649,579,632","-541,014,562,017","40,180,048,442","7,929,383,128,819",29.61,"7,233,703,490,012",KPMG,KPMG,0,Utilities,"749,779,730,224","1,011,036,144,487","903,788,696,010"
PPC.2021,PPC,2021,0,0.0559,0.7099,0.0397,0.1091,"-1,089,389,268,570","-155,462,212,422","-196,323,681,576","3,868,169,547,310",29.33,"5,448,566,166,769",KPMG,KPMG,0,Utilities,"594,317,517,802","216,187,739,296","530,621,788,378"
PPC.2022,PPC,2022,0,0.0926,0.9360,0.0866,0.1083,"1,230,662,691,786","14,760,382,780","-4,250,617,760","5,265,601,632,028",29.36,"5,625,532,854,817",KPMG,KPMG,0,Utilities,"609,077,900,582","487,450,769,328","-1,077,556,790,641"
PPC.2023,PPC,2023,0,0.0654,1.0062,0.0658,0.1328,"-49,325,120,094","158,022,444,691","212,757,527,379","5,813,760,220,061",29.39,"5,777,917,928,994",Deloitte,Deloitte,0,Utilities,"767,100,345,273","380,102,277,161","-303,060,934,133"
PPE.2017,PPE,2017,0,-10.7775,0.0234,-0.2521,0.3601,"-3,218,808,378","236,531,990","25,309,218","368,136,519",23.48,"15,740,650,116",Grant Thornton,Anviet,2,Industrials,"5,667,629,605","-3,967,603,801","-1,179,901,081"
PPE.2018,PPE,2018,0,0.1218,0.3950,0.0481,0.4374,"7,313,588,949","2,894,722,632","203,029,624","7,733,857,899",23.70,"19,577,322,112",VACO,Grant Thornton,2,Industrials,"8,562,352,237","941,949,364","-3,279,675,005"
PPE.2019,PPE,2019,0,-2.1914,0.1118,-0.2450,0.4255,"-4,651,430,293","-2,842,500,565","-228,338,842","1,502,663,687",23.32,"13,441,927,241",DFK,VACO,2,Industrials,"5,719,851,672","-3,292,894,306","-1,194,492,340"
PPE.2020,PPE,2020,0,0.0024,1.3254,0.0031,0.8390,"35,565,346,866","35,326,231,785",0,"64,842,676,482",24.61,"48,921,933,198",DFK,DFK,1,Industrials,"41,046,083,457","153,774,172","-73,477,309"
PPE.2021,PPE,2021,0,0.1262,0.2935,0.0370,0.5310,"-31,158,528,910","-31,363,976,675",0,"5,351,711,468",23.63,"18,233,143,085",DFK,DFK,1,Industrials,"9,682,106,782","675,186,562","423,007,324"
PPE.2022,PPE,2022,0,1.0354,0.0982,0.1017,0.4316,"514,883,668","-1,773,042,387",0,"1,800,000,000",23.63,"18,323,842,734",DFK,DFK,1,Industrials,"7,909,064,395","1,863,742,036","15,424,372,782"
PPE.2023,PPE,2023,0,0.1383,0.3339,0.0462,0.3073,"-5,541,018,272","-2,959,794,044",0,"5,378,843,597",23.50,"16,108,141,421",DFK,DFK,1,Industrials,"4,949,270,351","744,092,731","-8,941,458,773"
PPP.2017,PPP,2017,0,0.0471,0.8768,0.0413,0.5140,"-2,134,045,836","21,184,453,597","1,474,273,248","134,723,531,189",25.76,"153,661,953,279",AFC,AFC,1,Health Care,"78,980,278,832","6,343,749,365","8,677,403,478"
PPP.2018,PPP,2018,0,0.0524,0.8018,0.0420,0.3915,"-5,407,792,733","-17,337,875,056","9,199,455,670","126,241,051,620",25.78,"157,447,217,288",AFC,AFC,1,Health Care,"61,642,403,776","6,616,933,801","5,362,324,984"
PPP.2019,PPP,2019,0,0.0795,0.9647,0.0767,0.3285,"1,105,179,235","-9,757,410,061","4,947,967,398","152,375,282,438",25.79,"157,944,791,743",AFC,AFC,1,Health Care,"51,884,993,715","12,114,888,089","21,889,135,259"
PPP.2020,PPP,2020,0,0.0826,0.8164,0.0675,0.2562,"-1,518,600,093","-14,821,878,524","-2,017,539,470","118,092,712,225",25.70,"144,659,074,878",PKF,AFC,2,Health Care,"37,063,115,191","9,759,125,778","9,405,595,265"
PPP.2021,PPP,2021,0,0.1260,0.8570,0.1080,0.2528,"47,812,730","2,383,664,970","6,821,480,734","133,721,634,008",25.77,"156,030,037,380",PKF,PKF,1,Health Care,"39,446,780,161","16,852,763,893","25,273,877,997"
PPP.2022,PPP,2022,0,0.1361,0.9541,0.1298,0.2127,"4,323,401,932","-5,805,178,783","-4,774,051,734","150,926,303,111",25.79,"158,194,240,169",AFC,PKF,2,Health Care,"33,641,601,378","20,541,412,864","20,936,249,660"
PPP.2023,PPP,2023,0,0.1318,0.9530,0.1256,0.1853,"15,714,289","-3,990,128,023","-4,759,439,249","152,497,167,156",25.80,"160,022,034,706",AFC,AFC,1,Health Care,"29,651,473,355","20,101,967,280","22,050,003,474"
PPS.2017,PPS,2017,0,0.0186,0.4494,0.0084,0.9367,"22,004,742,372","-53,031,059,994","-5,070,366,865","1,375,396,672,391",28.75,"3,060,309,877,432",Deloitte,Deloitte,0,Industrials,"2,866,462,563,616","25,612,639,679","12,666,032,418"
PPS.2018,PPS,2018,0,0.0536,0.1042,0.0056,0.9373,"-49,863,374,829","-65,145,907,889","607,088,819","311,346,900,329",28.73,"2,988,734,739,951",Deloitte,Deloitte,0,Industrials,"2,801,316,655,727","16,693,298,346","-268,558,241"
PPS.2019,PPS,2019,0,0.0658,0.4512,0.0297,0.6095,"-40,513,338,765","-2,512,842,222,936","-2,475,793,393,607","213,570,217,963",26.88,"473,297,737,230",Deloitte,Deloitte,0,Industrials,"288,474,432,791","14,042,281,983","42,459,713,526"
PPS.2020,PPS,2020,0,0.0752,0.5448,0.0410,0.6028,"6,173,258,781","1,935,255,108","-5,147,472,350","262,489,274,679",26.90,"481,792,909,522",AASC,AASC,1,Industrials,"290,409,687,899","19,738,676,674","37,690,984,048"
PPS.2021,PPS,2021,0,0.0709,0.5510,0.0391,0.5644,"-79,270,087,270","-47,336,963,417","-4,071,329,743","237,300,824,381",26.79,"430,660,216,448",AASC,AASC,1,Industrials,"243,072,724,482","16,827,945,059","54,886,189,427"
PPS.2022,PPS,2022,0,0.0711,0.5821,0.0414,0.5756,"-1,109,229,092","13,682,782,739","11,062,128,367","259,665,241,559",26.82,"446,055,307,531",AASC,AASC,1,Industrials,"256,755,507,221","18,469,897,356","19,827,874,216"
PPS.2023,PPS,2023,0,0.0583,1.1418,0.0665,0.2914,"-176,351,123,497","-179,269,343,500","3,106,524,777","303,639,860,524",26.31,"265,932,504,253",AASC,AASC,1,Industrials,"77,486,163,721","17,690,519,694","1,262,701,369"
PPY.2017,PPY,2017,0,0.0087,7.2788,0.0630,0.5046,"-2,059,366,749","40,022,413,139","-6,471,417,480","1,636,316,851,833",26.14,"224,805,325,676",A&C,A&C,1,Energy,"113,433,442,405","14,172,440,143","56,640,457,907"
PPY.2018,PPY,2018,0,0.0088,10.3189,0.0909,0.4129,"1,046,598,818","-28,974,604,630","-31,474,836,417","2,110,568,585,540",26.04,"204,535,131,761",A&C,A&C,1,Energy,"84,458,837,775","18,594,209,265","16,989,401,875"
PPY.2019,PPY,2019,0,0.0088,9.3716,0.0828,0.4189,"6,001,330,992","8,556,452,053","2,876,237,236","2,080,803,105,359",26.13,"222,033,702,386",A&C,A&C,1,Energy,"93,015,289,828","18,385,290,799","3,187,847,301"
PPY.2020,PPY,2020,0,0.0066,6.6241,0.0439,0.4129,"-5,755,185,726","-1,176,503,616","12,615,852,549","1,473,304,995,418",26.13,"222,415,083,334",A&C,A&C,1,Energy,"91,838,786,212","9,769,258,342","7,220,927,476"
PPY.2021,PPY,2021,0,0.0083,7.7969,0.0647,0.4717,"10,113,843,368","30,995,352,467","16,609,101,889","2,030,412,799,984",26.29,"260,412,359,203",A&C,A&C,1,Energy,"122,834,138,679","16,849,242,651","-1,834,669,660"
PPY.2022,PPY,2022,0,0.0058,13.9006,0.0812,0.4739,"37,472,941,955","21,648,704,850","-11,114,531,855","4,237,849,552,546",26.44,"304,868,338,956",A&C,A&C,1,Energy,"144,482,843,529","24,747,786,953","39,898,548,128"
PPY.2023,PPY,2023,0,0.0024,11.1253,0.0268,0.6077,"-19,554,426,006","96,707,172,579","67,886,645,324","4,415,410,255,508",26.71,"396,879,858,045",Anviet,A&C,2,Energy,"241,190,016,108","10,627,589,763","37,082,307,871"
PRC.2017,PRC,2017,0,0.0212,1.9603,0.0416,0.5368,"-3,174,792,708","-8,224,166,782","-296,079,030","127,590,124,995",24.90,"65,086,850,458",AAC,AAC,1,Industrials,"34,937,690,516","2,710,495,305","4,493,129,159"
PRC.2018,PRC,2018,0,0.0045,1.6071,0.0073,0.5635,"2,913,832,334","1,312,985,452","399,327,403","103,390,318,546",24.89,"64,332,535,380",AAC,AAC,1,Industrials,"36,250,675,968","468,224,235","-2,687,894,803"
PRC.2019,PRC,2019,0,0.0132,1.7257,0.0228,0.5406,"-3,085,469,031","-2,226,717,754","516,236,544","108,615,514,729",24.87,"62,940,724,776",AAC,AAC,1,Industrials,"34,023,958,214","1,434,907,150","6,044,614,417"
PRC.2020,PRC,2020,0,0.0043,1.4616,0.0063,0.5325,"-198,846,505","-2,105,444,495","-109,548,773","87,606,286,509",24.82,"59,939,851,087",AAC,AAC,1,Industrials,"31,918,513,719","376,316,163","3,617,214,745"
PRC.2021,PRC,2021,0,0.0154,1.4550,0.0224,0.5169,"-2,396,164,472","-1,153,794,809","894,952,610","86,601,601,750",24.81,"59,518,843,133",AAC,AAC,1,Industrials,"30,764,718,910","1,332,786,855","1,129,419,780"
PRC.2022,PRC,2022,0,0.4641,1.0152,0.4712,0.2684,"6,847,055,326","-2,374,611,441","290,904,484","107,396,199,704",25.38,"105,788,975,357",AAC,AAC,1,Industrials,"28,390,107,469","49,844,743,665","973,079,335"
PRC.2023,PRC,2023,0,0.0011,1.7734,0.0020,0.3863,"1,597,671,921","-6,408,699,751","-498,044,754","100,898,749,027",24.76,"56,895,433,601",AAC,AAC,1,Industrials,"21,981,407,718","115,157,995","-14,396,396,701"
PSC.2017,PSC,2017,0,0.0336,1.7247,0.0579,0.5183,"3,875,989,214","12,262,739,496","-6,582,764,384","438,561,474,160",26.26,"254,286,166,902",AASC,AASC,1,Energy,"131,787,478,079","14,721,348,215","38,365,015,969"
PSC.2018,PSC,2018,0,0.0292,1.8726,0.0547,0.5480,"2,851,528,369","18,834,151,192","-843,737,454","514,673,419,993",26.34,"274,842,483,387",AASC,AASC,1,Energy,"150,621,629,271","15,043,513,508","46,224,081,164"
PSC.2019,PSC,2019,0,0.0284,1.9131,0.0543,0.5580,"-4,788,499,259","8,951,554,822","2,297,481,845","547,131,703,142",26.38,"285,987,459,542",Anviet,AASC,2,Energy,"159,573,184,093","15,536,934,841","45,647,645,025"
PSC.2020,PSC,2020,0,0.0282,1.4677,0.0414,0.5659,"-5,949,473,387","2,784,315,043","-1,308,018,372","421,094,865,830",26.38,"286,910,254,357",Anviet,Anviet,1,Energy,"162,357,499,136","11,875,414,613","35,544,033,533"
PSC.2021,PSC,2021,0,0.0180,1.6834,0.0303,0.5350,"3,113,086,459","-23,696,039,989","395,942,005","436,326,249,554",26.28,"259,198,574,598",Anviet,Anviet,1,Energy,"138,661,459,147","7,859,774,843","24,519,367,196"
PSC.2022,PSC,2022,0,0.0072,3.1765,0.0229,0.5188,"2,857,806,893","-11,120,842,373","1,968,932,893","780,903,907,466",26.23,"245,835,357,874",Anviet,Anviet,1,Energy,"127,540,616,774","5,617,400,492","26,017,342,858"
PSC.2023,PSC,2023,0,0.0106,3.1213,0.0332,0.4896,"7,706,597,461","-11,957,404,663","-923,812,882","736,923,325,291",26.19,"236,092,357,618",Anviet,Anviet,1,Energy,"115,583,212,111","7,831,804,899","33,128,540,129"
PSD.2017,PSD,2017,0,0.0108,2.6126,0.0282,0.8815,"203,988,329,929","-197,971,305,303","-82,393,399,276","6,453,277,330,359",28.54,"2,470,096,744,494",PWC,PWC,0,Information Technology,"2,177,319,877,200","69,541,782,578","-92,542,941,422"
PSD.2018,PSD,2018,0,0.0113,2.5750,0.0291,0.8561,"-140,306,870,969","-303,143,687,918","144,761,958,036","5,637,009,080,798",28.41,"2,189,140,536,050",PWC,PWC,0,Information Technology,"1,874,176,189,282","63,785,747,873","-62,005,810,304"
PSD.2019,PSD,2019,0,0.0080,2.9515,0.0236,0.8262,"4,495,856,365","-260,507,790,099","208,030,333,298","5,764,793,085,504",28.30,"1,953,184,014,014",PWC,PWC,0,Information Technology,"1,613,668,399,183","46,169,638,497","131,819,096,009"
PSD.2020,PSD,2020,0,0.0055,3.4676,0.0190,0.8552,"19,694,836,989","456,219,905,439","-445,206,926,811","8,393,059,807,369",28.51,"2,420,440,468,647",PWC,PWC,0,Information Technology,"2,069,888,304,622","45,975,615,506","417,855,476,518"
PSD.2021,PSD,2021,0,0.0158,3.4038,0.0536,0.8339,"1,171,066,969","86,965,162,543","225,678,549,125","8,804,424,151,782",28.58,"2,586,613,594,835",PWC,PWC,0,Information Technology,"2,156,853,467,165","138,763,041,860","399,122,212,455"
PSD.2022,PSD,2022,0,0.0126,2.6106,0.0329,0.8510,"184,847,877,141","762,949,961,909","854,265,052,411","8,956,495,588,729",28.86,"3,430,851,365,735",PWC,PWC,0,Information Technology,"2,919,803,429,074","112,880,543,359","-1,111,725,569,681"
PSD.2023,PSD,2023,0,0.0091,2.2259,0.0203,0.8244,"-22,205,770,454","-350,185,164,219","-565,328,807,013","6,937,893,866,931",28.77,"3,116,898,661,825",PWC,PWC,0,Information Technology,"2,569,618,264,855","63,322,111,523","384,924,837,378"
PSE.2017,PSE,2017,0,0.0061,10.1697,0.0618,0.2286,"-3,159,019,686","-17,285,506,905","47,026,271,088","2,123,364,372,956",26.06,"208,793,688,595",Deloitte,Deloitte,0,Materials,"47,728,590,025","12,895,405,730","-49,542,478,018"
PSE.2018,PSE,2018,0,0.0053,6.8813,0.0368,0.5505,"63,692,521,748","145,439,602,144","63,909,765,915","2,414,696,780,857",26.58,"350,908,936,894",Deloitte,Deloitte,0,Materials,"193,168,192,169","12,898,242,804","29,789,246,112"
PSE.2019,PSE,2019,0,0.0056,7.8920,0.0443,0.3650,"-31,896,661,748","-103,358,747,976","-25,295,289,418","1,941,733,128,416",26.23,"246,039,139,126",Deloitte,Deloitte,0,Materials,"89,809,444,193","10,889,536,363","-32,712,272,513"
PSE.2020,PSE,2020,0,0.0060,7.4245,0.0449,0.3821,"46,877,151,845","5,975,702,237","-26,055,978,919","1,861,390,254,688",26.25,"250,708,943,263",Deloitte,Deloitte,0,Materials,"95,785,146,430","11,259,560,352","-3,481,480,598"
PSE.2021,PSE,2021,0,0.0179,9.6427,0.1725,0.4157,"-68,754,360,139","39,056,998,438","129,730,761,776","3,127,775,700,442",26.51,"324,365,600,301",Deloitte,Deloitte,0,Materials,"134,842,144,868","55,965,105,552","22,504,755,920"
PSE.2022,PSE,2022,0,0.0056,12.0554,0.0678,0.4421,"100,763,849,571","4,097,355,772","-86,333,360,686","3,788,592,183,914",26.47,"314,264,214,199",Deloitte,Deloitte,0,Materials,"138,939,500,640","21,314,072,658","-20,147,252,401"
PSE.2023,PSE,2023,0,0.0038,11.2976,0.0429,0.4087,"48,887,383,956","-24,021,437,276","-70,275,210,215","3,176,331,259,414",26.36,"281,150,863,342",Deloitte,Deloitte,0,Materials,"114,918,063,364","12,072,608,024","-2,725,154,715"
PSH.2017,PSH,2017,0,0.0162,1.0623,0.0172,0.9173,,,,"7,020,269,848,959",29.52,"6,608,562,726,289",TPP,TPP,1,Energy,"6,061,888,070,788","113,676,393,879","928,147,288,880"
PSH.2018,PSH,2018,0,0.0156,1.2186,0.0190,0.8803,"270,577,938,426","1,467,334,150,290","1,167,675,055,840","10,422,799,217,996",29.78,"8,553,244,418,124",TPP,TPP,1,Energy,"7,529,222,221,078","162,085,524,215","-632,208,996,684"
PSH.2019,PSH,2019,0,0.0133,0.9767,0.0130,0.8310,"-143,175,251,325","324,635,875,763","299,875,927,012","9,230,647,434,060",29.88,"9,451,013,911,344",TTP,Null,2,Energy,"7,853,858,096,841","122,841,243,697","-59,748,089,206"
PSH.2020,PSH,2020,0,0.0045,0.6580,0.0030,0.8350,"-73,108,259,857","90,599,003,407","70,525,792,347","6,260,366,562,314",29.88,"9,513,887,896,307",TPP,TPP,1,Energy,"7,944,457,100,248","28,233,174,556","-590,005,564,552"
PSH.2021,PSH,2021,0,0.0555,0.5843,0.0324,0.8103,"118,712,260,791","39,189,968,804","87,862,814,685","5,756,915,772,482",29.92,"9,852,288,693,810",TPP,TPP,1,Energy,"7,983,647,069,052","319,490,805,969","-36,493,988,880"
PSH.2022,PSH,2022,0,-0.0320,0.7331,-0.0235,0.8469,"-210,618,612,567","555,537,461,072","-304,440,059,676","7,391,638,154,845",29.94,"10,083,298,563,494",TPP,TPP,1,Energy,"8,539,184,530,124","-236,614,365,871","377,685,407,526"
PSH.2023,PSH,2023,0,0.0077,0.5572,0.0043,0.8552,"993,582,712,480","861,362,354,330","-143,509,810,913","6,124,801,832,432",30.03,"10,992,014,791,325",TPP,TPP,1,Energy,"9,400,546,884,454","47,353,873,501","-1,933,536,822,966"
PSW.2017,PSW,2017,0,0.0048,5.9711,0.0289,0.3866,"41,321,301,194","87,553,530,170","117,908,853,891","2,058,858,152,872",26.57,"344,804,374,581",Deloitte,Deloitte,0,Industrials,"133,304,169,024","9,952,913,209","-66,520,718,515"
PSW.2018,PSW,2018,0,0.0048,8.2018,0.0391,0.2767,"20,870,824,516","-55,541,125,626","-6,804,527,257","2,304,809,158,493",26.36,"281,012,555,746",Deloitte,Deloitte,0,Industrials,"77,763,043,398","10,990,438,272","-59,558,885,742"
PSW.2019,PSW,2019,0,0.0033,7.4742,0.0248,0.1810,"-7,039,559,305","-34,029,550,903","-36,597,285,457","1,805,466,854,941",26.21,"241,561,302,357",Deloitte,Deloitte,0,Industrials,"43,733,492,495","5,989,567,878","12,549,782,535"
PSW.2020,PSW,2020,0,0.0046,7.5411,0.0350,0.1806,"-26,684,123,068","-530,624,524","-40,068,314,947","1,804,013,899,217",26.20,"239,224,842,423",Deloitte,Deloitte,0,Industrials,"43,202,867,971","8,367,705,738","72,313,482,269"
PSW.2021,PSW,2021,0,0.0214,7.5131,0.1607,0.3400,"58,159,072,295","78,154,139,905","34,065,925,497","2,681,484,460,675",26.60,"356,909,952,593",Deloitte,Deloitte,0,Industrials,"121,357,007,876","57,353,229,188","29,334,956,420"
PSW.2022,PSW,2022,0,0.0032,12.3089,0.0392,0.2453,"-80,155,684,046","-51,264,323,355","73,139,879,214","3,516,703,921,283",26.38,"285,703,653,733",Deloitte,Deloitte,0,Industrials,"70,092,684,521","11,197,530,619","-36,757,661,767"
